"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2010-12","3","0","0",",0","23",",0","13",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","36",",0,16,+","0",",,0,31,+","0.0",",,0,31,+","1.74",",,0,19,","63",",0,12,+","1656","0","407",",0","7.72",",,,0","0.0",",,,0","51.9",",0","58.2",",,,0","45.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-01","0","7","0","1,K","13","1,K","4","1,K",,,,,"0","1,K","0","1,K","0","1,K","5","1,K","0","1,K","33","1,K,10,",,,,,"0.46","1,,K,30,","72","1,K,23,","2044","7","388","1,K","1.48","1,,,K",,,"52.1","1,K","60.7","1,,,K","43.5","1,,,K"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-02","0","7","0","1,K","11","1,K","7","1,K",,,,,"0","1,K","2","1,K","0","1,K","2","1,K","0","1,K","31","1,K,27,+",,,,,"1.30","1,,K,19,","75","1,K,05,","2468","7","424","1,K","4.01","1,,,K",,,"49.3","1,K","59.6","1,,,K","38.9","1,,,K"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-03","0","7","0",",K","24",",K","14",",K",,,,,"0",",K","0",",K","0",",K","0",",K","0",",K","35",",K,01,",,,,,"0.91",",,K,24,","69",",K,31,","2868","7","400",",K","6.04",",,,K",,,"52.1",",K","59.7",",,,K","44.5",",,,K"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-04","0","7","0",",K","9",",K","4",",K",,,,,"0",",K","0",",K","0",",K","2",",K","0",",K","34",",K,09,+",,,,,"0.13",",,K,25,","77",",K,04,+","3233","7","365",",K","0.64",",,,K",,,"52.8",",K","61.6",",,,K","44.0",",,,K"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-05","0","7","0",",7","7",",7","4",",7",,,,,"0",",7","0",",7","0",",7","2",",7","0",",7","36",",7,01,",,,,,"0.41",",,7,15,","82",",7,04,","3550","7","316",",7","1.16",",,,7",,,"54.8",",7","62.7",",,,7","46.9",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-06","0","7","0",",7","7",",7","4",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","42",",7,16,",,,,,"1.07",",,7,04,","68",",7,18,","3800","7","251",",7","2.12",",,,7",,,"56.6",",7","63.3",",,,7","49.9",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-07","0","7","0",",7","12",",7","1",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","45",",7,04,",,,,,"0.12",",,7,13,","69",",7,24,+","202","7","202",",7","0.31",",,,7",,,"58.5",",7","64.6",",,,7","52.3",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-08","0","7","0",",K","12",",K","1",",K",,,,,"0",",K","0",",K","0",",K","0",",K","0",",K","47",",K,26,+",,,,,"0.13",",,K,04,","67",",K,31,+","409","7","206",",K","0.38",",,,K",,,"58.3",",K","63.6",",,,K","53.1",",,,K"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-09","0","7","0","1,K","3","1,K","0","1,K",,,,,"0","1,K","0","1,K","0","1,K","3","1,K","0","1,K","44","1,K,18,",,,,,"0.01","1,,K,22,+","74","1,K,28,","608","7","199","1,K","0.04","1,,,K",,,"58.1","1,K","65.2","1,,,K","51.1","1,,,K"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-10","2","7","2",",K","8",",K","6",",K",,,,,"0",",K","0",",K","0",",K","9",",K","0",",K","38",",K,27,",,,,,"0.88",",,K,05,","84",",K,13,","796","7","188",",K","2.26",",,,K",,,"59.0",",K","67.9",",,,K","50.1",",,,K"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-11","3","7","1",",7","12",",7","6",",7",,,,,"0",",7","0",",7","0",",7","2",",7","0",",7","37",",7,19,+",,,,,"0.58",",,7,20,","75",",7,02,","1198","7","402",",7","1.77",",,,7",,,"51.7",",7","60.7",",,,7","42.6",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2011-12","3","7","0",",7","7",",7","2",",7",,,,,"0",",7","4",",7","0",",7","0",",7","0",",7","32",",7,23,+",,,,,"0.15",",,7,12,","69",",7,03,","1721","7","524",",7","0.39",",,,7",,,"48.1",",7","59.4",",,,7","36.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-01","0","7","0",",7","7",",7","3",",7",,,,,"0",",7","4",",7","0",",7","0",",7","0",",7","28",",7,17,",,,,,"1.21",",,7,21,","69",",7,13,+","2153","7","431",",7","2.18",",,,7",,,"51.1",",7","61.1",",,,7","41.1",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-02","0","7","0",",7","11",",7","3",",7",,,,,"0",",7","1",",7","0",",7","0",",7","0",",7","31",",7,26,",,,,,"0.28",",,7,13,","68",",7,06,+","2591","7","438",",7","0.89",",,,7",,,"49.9",",7","59.3",",,,7","40.5",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-03","0","7","0","1,7","17","1,7","8","1,7",,,,,"0","1,7","1","1,7","0","1,7","0","1,7","0","1,7","31","1,7,08,",,,,,"1.13","1,,7,25,","68","1,7,03,","3030","7","439","1,7","5.02","1,,,7",,,"50.4","1,7","58.9","1,,,7","41.9","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-04","0","7","0",",7","7",",7","6",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","34",",7,08,",,,,,"1.05",",,7,13,","68",",7,13,","3372","7","342",",7","2.41",",,,7",,,"53.6",",7","61.7",",,,7","45.5",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-05","0","7","0",",7","7",",7","0",",7",,,,,"0",",7","0",",7","0",",7","1",",7","0",",7","38",",7,06,+",,,,,"0.05",",,7,04,","72",",7,06,","3720","7","348",",7","0.16",",,,7",,,"53.8",",7","61.6",",,,7","46.0",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-06","0","7","0","1,7","8","1,7","1","1,7",,,,,"0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","39","1,7,06,",,,,,"0.17","1,,7,04,","69","1,7,30,","3983","7","263","1,7","0.41","1,,,7",,,"55.9","1,7","64.3","1,,,7","47.6","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-07","0","7","0",",7","8",",7","0",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","48",",7,07,",,,,,"0.05",",,7,29,+","69",",7,01,","203","7","203",",7","0.23",",,,7",,,"58.4",",7","64.3",",,,7","52.6",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-08","0","7","0",",7","6",",7","0",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","45",",7,31,+",,,,,"0.02",",,7,31,+","69",",7,28,","422","7","219",",7","0.10",",,,7",,,"57.9",",7","64.5",",,,7","51.4",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-09","0","7","0",",7","4",",7","0",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","41",",7,03,",,,,,"0.01",",,7,30,+","66",",7,10,+","691","7","269",",7","0.05",",,,7",,,"56.0",",7","62.3",",,,7","49.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-10","2","7","2","1,7","13","1,7","2","1,7",,,,,"0","1,7","0","1,7","0","1,7","5","1,7","0","1,7","41","1,7,07,",,,,,"1.28","1,,7,24,","82","1,7,18,","907","7","215","1,7","2.52","1,,,7",,,"57.9","1,7","66.4","1,,,7","49.4","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-11","2","7","0",",7","15",",7","9",",7",,,,,"0",",7","0",",7","0",",7","5",",7","0",",7","36",",7,11,",,,,,"1.69",",,7,30,","79",",7,05,","1159","7","252",",7","4.26",",,,7",,,"56.6",",7","64.8",",,,7","48.4",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2012-12","2","7","0",",7","21",",7","13",",7",,,,,"0",",7","1",",7","0",",7","0",",7","0",",7","32",",7,19,",,,,,"1.40",",,7,02,","69",",7,10,","1599","7","440",",7","7.69",",,,7",,,"50.8",",7","58.0",",,,7","43.5",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-01","0","7","0",",7","9",",7","1",",7",,,,,"0",",7","2",",7","0",",7","0",",7","0",",7","31",",7,13,+",,,,,"0.13",",,7,06,","68",",7,21,","2040","7","441",",7","0.40",",,,7",,,"50.8",",7","58.7",",,,7","42.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-02","0","7","0","1,7","5","1,7","3","1,7",,,,,"0","1,7","4","1,7","0","1,7","1","1,7","0","1,7","31","1,7,09,",,,,,"0.27","1,,7,08,","71","1,7,15,","2495","7","455","1,7","0.70","1,,,7",,,"48.1","1,7","57.7","1,,,7","38.6","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-03","0","7","0",",7","7",",7","5",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","34",",7,23,",,,,,"0.45",",,7,31,","65",",7,30,+","2936","7","441",",7","1.34",",,,7",,,"50.8",",7","58.2",",,,7","43.3",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-04","0","7","0","2,7","6","2,7","2","2,7",,,,,"0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","33","2,7,08,",,,,,"0.44","2,,7,04,","66","2,7,17,","3284","7","348","2,7","0.76","2,,,7",,,"52.6","2,7","61.2","2,,,7","43.9","2,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-05","0","7","0","1,7","5",",7","1",",7",,,,,"0",",7","0",",7","0","1,7","1","1,7","0","1,7","39",",7,01,",,,,,"0.15",",,7,28,","71","1,7,03,","3556","7","273","1,7","0.24",",,,7",,,"55.8","1,7","63.2","1,,,7","48.4",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-06","0","7","0",",7","5",",7","3",",7",,,,,"0",",7","0",",7","0",",7","4",",7","0",",7","41",",7,14,",,,,,"0.19",",,7,25,","71",",7,28,","3778","7","222",",7","0.54",",,,7",,,"57.6",",7","65.1",",,,7","50.1",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-07","0","7","0",",7","2",",7","0",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","50",",7,13,",,,,,"0.02",",,7,16,","69",",7,16,+","167","7","167",",7","0.03",",,,7",,,"59.6",",7","65.4",",,,7","53.9",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-08","0","7","0",",7","12",",7","0",",7",,,,,"0",",7","0",",7","0",",7","5",",7","0",",7","49",",7,14,",,,,,"0.06",",,7,15,","70",",7,29,+","266","7","99",",7","0.27",",,,7",,,"61.8",",7","67.7",",,,7","55.9",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-09","2","7","2",",7","7",",7","1",",7",,,,,"0",",7","0",",7","0",",7","8",",7","0",",7","40",",7,28,",,,,,"0.77",",,7,21,","77",",7,06,","412","7","146",",7","0.86",",,,7",,,"60.2",",7","68.1",",,,7","52.4",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-10","4","7","2","2,7","0","2,7","0","2,7",,,,,"0","2,7","0","2,7","0","2,7","7","2,7","0","2,7","38","2,7,02,",,,,,"0.00","2,T,7,29,+","82","2,7,05,","694","7","282","2,7","0.00","2,T,,7",,,"55.3","2,7","64.9","2,,,7","45.8","2,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-11","4","7","0",",7","4",",7","1",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","34",",7,04,",,,,,"1.19",",,7,20,","69",",7,22,","1067","7","373",",7","1.24",",,,7",,,"52.6",",7","61.3",",,,7","43.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-12","4","7","0",",7","3",",7","1",",7",,,,,"0",",7","4",",7","0",",7","4",",7","0",",7","27",",7,04,",,,,,"0.19",",,7,07,","72",",7,16,","1532","7","465",",7","0.23",",,,7",,,"50.0",",7","60.6",",,,7","39.4",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-01","1","7","1",",7","6",",7","0",",7",,,,,"0",",7","0",",7","0",",7","6",",7","0",",7","34",",7,22,",,,,,"0.05",",,7,29,+","76",",7,16,","1912","7","380",",7","0.18",",,,7",,,"52.8",",7","64.1",",,,7","41.5",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-02","1","7","0",",7","13",",7","9",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","34",",7,01,",,,,,"0.66",",,7,02,","68",",7,20,","2293","7","381",",7","3.36",",,,7",,,"51.4",",7","58.4",",,,7","44.3",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-03","1","7","0",",7","12",",7","7",",7",,,,,"0",",7","0",",7","0",",7","4",",7","0",",7","36",",7,18,",,,,,"0.47",",,7,29,","75",",7,13,+","2614","7","321",",7","1.99",",,,7",,,"54.6",",7","63.5",",,,7","45.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-04","1","7","0","1,7","8",",7","4",",7",,,,,"0",",7","0",",7","0","1,7","1","1,7","0","1,7","37",",7,02,",,,,,"0.35",",,7,25,","70","1,7,29,","2934","7","320","1,7","1.22",",,,7",,,"53.9","1,7","62.1","1,,,7","45.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-05","1","7","0","2,7","2","2,7","0","2,7",,,,,"0","2,7","0","2,7","0","2,7","5","2,7","0","2,7","39","2,7,12,+",,,,,"0.04","2,,7,09,","78","2,7,01,","3160","7","225","2,7","0.05","2,,,7",,,"57.2","2,7","66.0","2,,,7","48.5","2,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-06","1","7","0","1,7","2","1,7","0","1,7",,,,,"0","1,7","0","1,7","0","1,7","2","1,7","0","1,7","41","1,7,18,",,,,,"0.04","1,,7,26,","70","1,7,28,+","3388","7","228","1,7","0.05","1,,,7",,,"57.1","1,7","64.4","1,,,7","49.9","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-07","5","7","3",",7","4",",7","0",",7",,,,,"0",",7","0",",7","0",",7","14",",7","0",",7","50",",7,26,+",,,,,"0.03",",,7,11,","74",",7,23,","87","7","87",",7","0.07",",,,7",,,"62.3",",7","68.8",",,,7","55.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-08","6","7","1","1,7","5","1,7","0","1,7",,,,,"0","1,7","0","1,7","0","1,7","15","1,7","0","1,7","52","1,7,09,",,,,,"0.05","1,,7,19,","72","1,7,25,+","141","7","54","1,7","0.12","1,,,7",,,"63.2","1,7","69.0","1,,,7","57.4","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-09","16","7","10",",7","5",",7","1",",7",,,,,"0",",7","0",",7","0",",7","13",",7","0",",7","50",",7,16,",,,,,"0.44",",,7,25,","74",",7,18,","206","7","65",",7","0.52",",,,7",,,"63.2",",7","69.1",",,,7","57.3",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-10","22","7","6","1,7","7","1,7","3","1,7",,,,,"0","1,7","0","1,7","0","1,7","11","1,7","0","1,7","43","1,7,05,",,,,,"0.41","1,,7,31,","89","1,7,03,","351","7","144","1,7","0.94","1,,,7",,,"60.4","1,7","69.9","1,,,7","50.9","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-11","22","7","0",",7","10",",7","7",",7",,,,,"0",",7","0",",7","0",",7","5",",7","0",",7","38",",7,28,",,,,,"0.40",",,7,13,","77",",7,05,","607","7","256",",7","1.75",",,,7",,,"56.5",",7","65.2",",,,7","47.7",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2014-12","22","7","0","1,7","18","1,7","14","1,7",,,,,"0","1,7","0","1,7","0","1,7","1","1,7","0","1,7","35","1,7,27,",,,,,"2.11","1,,7,11,","70","1,7,01,","896","7","289","1,7","10.80","1,,,7",,,"55.4","1,7","62.0","1,,,7","48.7","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-01","0","7","0",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","5",",7","0",",7","34",",7,01,",,,,,"0.00",",,7,31,+","73",",7,24,","1206","7","310",",7","0.00",",,,7",,,"55.0",",7","64.7",",,,7","45.3",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-02","0","7","0",",7","5",",7","2",",7",,,,,"0",",7","0",",7","0",",7","5",",7","0",",7","35",",7,24,",,,,,"0.75",",,7,08,","75",",7,15,","1458","7","253",",7","1.16",",,,7",,,"56.0",",7","64.8",",,,7","47.1",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-03","0","7","0",",7","5",",7","0",",7",,,,,"0",",7","0",",7","0",",7","4",",7","0",",7","38",",7,07,+",,,,,"0.09",",,7,23,","73",",7,15,","1779","7","320",",7","0.19",",,,7",,,"54.7",",7","64.2",",,,7","45.1",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-04","0","7","0","1,7","4",",7","2",",7",,,,,"0",",7","0",",7","0","1,7","2","1,7","0","1,7","36",",7,03,+",,,,,"0.37",",,7,25,","78","1,7,16,","2120","7","342","1,7","0.75",",,,7",,,"53.2","1,7","62.1","1,,,7","44.2",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-05","0","7","0",",7","7",",7","0",",7",,,,,"0",",7","0",",7","0",",7","1",",7","0",",7","43",",7,08,",,,,,"0.02",",,7,29,+","70",",7,01,","2379","7","258",",7","0.11",",,,7",,,"56.7",",7","62.5",",,,7","50.8",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-06","0","7","0","1,7","3","1,7","0","1,7",,,,,"0","1,7","0","1,7","0","1,7","1","1,7","0","1,7","46","1,7,20,",,,,,"0.06","1,,7,10,","70","1,7,29,","2547","7","168","1,7","0.08","1,,,7",,,"59.2","1,7","65.4","1,,,7","53.0","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-07","6","7","6",",7","5",",7","0",",7",,,,,"0",",7","0",",7","0",",7","19",",7","0",",7","46",",7,28,",,,,,"0.01",",,7,15,+","78",",7,19,","50","7","50",",7","0.06",",,,7",,,"63.6",",7","70.5",",,,7","56.7",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-08","22","7","16","1,7","3",",7","0",",7",,,,,"0",",7","0",",7","0","1,7","27","1,7","0","1,7","50",",7,27,",,,,,"0.04",",,7,29,","76","1,7,02,","70","7","20","1,7","0.08",",,,7",,,"64.8","1,7","71.7","1,,,7","58.0",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-09","23","7","1",",7","4",",7","0",",7",,,,,"0",",7","0",",7","0",",7","13",",7","0",",7","41",",7,07,",,,,,"0.05",",,7,30,","78",",7,20,","224","7","154",",7","0.11",",,,7",,,"59.9",",7","69.0",",,,7","50.9",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-10","23","7","0",",7","3",",7","1",",7",,,,,"0",",7","0",",7","0",",7","6",",7","0",",7","42",",7,30,",,,,,"0.13",",,7,19,","74",",7,09,","395","7","171",",7","0.16",",,,7",,,"59.5",",7","67.5",",,,7","51.5",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-11","23","7","0",",7","7",",7","4",",7",,,,,"0",",7","0",",7","0",",7","2",",7","0",",7","33",",7,28,",,,,,"0.62",",,7,02,","72",",7,21,","803","7","408",",7","1.70",",,,7",,,"51.4",",7","61.6",",,,7","41.2",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2015-12","23","7","0","1,7","17","1,7","10","1,7",,,,,"0","1,7","3","1,7","0","1,7","0","1,7","0","1,7","30","1,7,29,",,,,,"1.68","1,,7,21,","62","1,7,09,+","1264","7","461","1,7","5.17","1,,,7",,,"49.6","1,7","57.3","1,,,7","41.9","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-01","0","7","0","1,7","17","1,7","12","1,7",,,,,"0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","36","1,7,08,",,,,,"1.32","1,,7,18,","65","1,7,28,","1618","7","355","1,7","6.02","1,,,7",,,"53.2","1,7","59.3","1,,,7","47.1","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-02","0","7","0","1,7","6",",7","3",",7",,,,,"0","1,7","0","1,7","0",",7","7",",7","0",",7","37","1,7,21,",,,,,"0.69",",,7,18,","77",",7,09,","1910","7","292",",7","1.25",",,,7",,,"54.8","1,7","65.2",",,,7","44.3","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-03","0","7","0",",7","16",",7","12",",7",,,,,"0",",7","0",",7","0",",7","1",",7","0",",7","36",",7,29,",,,,,"1.65",",,7,06,","74",",7,17,","2237","7","327",",7","7.24",",,,7",,,"54.4",",7","62.0",",,,7","46.9",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-04","0","7","0","2,7","8",",7","3",",7",,,,,"0",",7","0",",7","0","2,7","3","2,7","0","2,7","39",",7,26,",,,,,"0.44",",,7,09,","75","2,7,17,","2489","7","252","2,7","0.95",",,,7",,,"56.0","2,7","64.0","2,,,7","48.0",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-05","0","7","0",",7","6",",7","0",",7",,,,,"0",",7","0",",7","0",",7","3",",7","0",",7","44",",7,28,+",,,,,"0.07",",,7,22,","71",",7,18,+","2730","7","240",",7","0.16",",,,7",,,"57.2",",7","63.5",",,,7","51.0",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-06","0","7","0","1,7","5","1,7","0","1,7",,,,,"0","1,7","0","1,7","0","1,7","3","1,7","0","1,7","42","1,7,11,",,,,,"0.03","1,,7,08,","73","1,7,20,+","2945","7","215","1,7","0.08","1,,,7",,,"57.6","1,7","64.8","1,,,7","50.4","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-07","0","7","0",",7","8",",7","0",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","44",",7,23,+",,,,,"0.07",",,7,05,","68",",7,10,","237","7","237",",7","0.26",",,,7",,,"57.3",",7","63.3",",,,7","51.4",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-08","0","7","0",",7","8",",7","0",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","51",",7,16,+",,,,,"0.05",",,7,05,","68",",7,26,","405","7","167",",7","0.14",",,,7",,,"59.6",",7","64.1",",,,7","55.1",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-09","0","7","0","2,7","0","2,7","0","2,7",,,,,"0","2,7","0","2,7","0","2,7","6","2,7","0","2,7","43","2,7,24,",,,,,"0.00","2,T,7,29,+","79","2,7,27,","591","7","186","2,7","0.00","2,T,,7",,,"58.4","2,7","66.3","2,,,7","50.5","2,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-10","0","7","0",",7","12",",7","8",",7",,,,,"0",",7","0",",7","0",",7","4",",7","0",",7","40",",7,09,",,,,,"1.34",",,7,16,","84",",7,08,+","807","7","216",",7","4.90",",,,7",,,"58.0",",7","66.7",",,,7","49.4",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-11","0","7","0","1,7","12","1,7","7","1,7",,,,,"0","1,7","0","1,7","0","1,7","4","1,7","0","1,7","36","1,7,30,",,,,,"0.58","1,,7,26,","77","1,7,09,","1092","7","285","1,7","2.12","1,,,7",,,"55.2","1,7","63.6","1,,,7","46.8","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2016-12","0","7","0",",7","9",",7","7",",7",,,,,"0",",7","2",",7","0",",7","0",",7","0",",7","31",",7,26,+",,,,,"1.22",",,7,10,","65",",7,03,","1574","7","482",",7","4.35",",,,7",,,"49.5",",7","58.6",",,,7","40.3",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2017-01","0","7","0",",7","19",",7","17",",7",,,,,"0",",7","1",",7","0",",7","0",",7","0",",7","32",",7,06,",,,,,"1.50",",,7,10,","66",",7,31,+","2036","7","462",",7","10.28",",,,7",,,"50.1",",7","57.0",",,,7","43.2",",,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2017-02","0","7","0","1,7","19","1,7","14","1,7",,,,,"0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","33","1,7,24,",,,,,"1.46","1,,7,20,","64","1,7,15,","2369","7","333","1,7","7.92","1,,,7",,,"52.6","1,7","59.1","1,,,7","46.2","1,,,7"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2017-03","0","7","0","1,7","9","1,7","5","1,7",,,,,"0","1,7","1","1,7","0","1,7","2","1,7","0","1,7","31","1,7,02,",,,,,"1.19","1,,7,21,","79","1,7,13,","2718","7","348","1,7","3.61","1,,,7",,,"53.4","1,7","62.5","1,,,7","44.3","1,,,7"
